year,Zone Substation,Date,unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
2012,Balgowlah North 132_11kV,28-Nov-11,MW,8.135442643,7.925864495,7.754391465,7.67818123,7.67818123,8.173547761,8.097337525,8.02112729,7.925864495,7.773444024,7.659128671,7.659128671,6.525501418,6.544553976,6.449291182,6.449291182,6.392133505,6.411186064,6.430238623,6.373080946,6.411186064,6.544553976,6.601711653,6.696974447,6.773184683,7.135183302,8.440283585,9.88827806,11.34579881,11.34579881,11.78400767,11.9554807,12.10790117,12.12695373,11.91737558,12.05074349,11.99358582,11.89832302,12.08884861,13.2986861,13.31773866,13.47015913,13.33679122,13.31773866,13.18437075,13.22247586,13.22247586,13.12721307,13.18437075,13.10816051,13.14626563,13.18437075,13.24152842,13.18437075,13.08910795,13.03195028,13.03195028,13.01289772,13.16531819,13.07005539,13.07005539,13.03195028,12.9747926,13.03195028,13.12721307,13.07005539,13.16531819,13.10816051,13.27963354,13.14626563,13.2986861,13.45110657,13.43205401,13.31773866,13.20342331,13.50826425,12.66995166,12.59374142,13.64163216,13.66068472,14.90862733,14.94673244,15.92793923,16.51856855,16.09941226,14.965785,13.80357891,13.5749482,12.19363769,11.98405954,12.2317428,13.14626563,12.95574004,11.9078493,11.5839558,10.05022481
2012,Balgowlah North 132_11kV,29-Nov-11,MW,9.802541545,9.707278751,9.516753162,9.345280132,9.38338525,9.783488987,9.802541545,9.72633131,9.573910839,9.440542927,8.135442643,8.097337525,7.963969613,7.906811937,7.84965426,7.830601701,7.84965426,7.868706819,7.773444024,7.868706819,7.84965426,7.887759378,7.963969613,8.135442643,8.211652879,8.554598939,9.878751781,10.06927737,10.50748622,11.81258651,11.92690186,12.21269024,12.38416327,12.40321583,12.44132095,12.38416327,12.36511072,12.26984792,13.5749482,13.65115844,13.5749482,13.670211,13.63210588,13.53684309,13.65115844,13.55589565,13.47968541,13.42252773,13.53684309,13.53684309,13.49873797,13.46063285,13.44158029,13.38442262,13.30821238,13.46063285,13.42252773,13.46060618,13.5749482,13.28915982,13.44158029,13.3463175,13.42252773,13.3463175,13.32726494,13.36537006,13.47968541,13.49873797,13.51779053,13.61305332,13.74642123,14.03220962,12.54611002,12.77474073,13.022424,13.09863423,12.73663561,12.87000353,12.87000353,12.90810864,13.56542192,13.56542192,13.56542192,13.56542192,14.22273521,14.01315706,13.76547379,13.670211,12.2317428,12.04121721,13.33679122,13.24152842,11.86974418,11.85069163,11.62206092,10.30743436
2012,Balgowlah North 132_11kV,30-Nov-11,MW,10.17406644,9.964488296,9.793015266,9.640594795,9.326227573,9.707278751,9.707278751,9.612015957,9.55485828,9.440542927,9.402437809,7.983022172,7.963969613,7.887759378,7.887759378,7.830601701,7.887759378,7.84965426,7.925864495,7.84965426,7.944917054,8.002074731,7.925864495,8.078284967,8.19260032,8.383125909,9.935909458,10.12643505,10.52653878,9.497700603,11.10764183,11.43153533,12.40321583,12.46037351,12.49847863,12.36511072,11.41248277,11.39343021,12.75568817,12.73663561,12.6985305,12.81284585,12.64137282,12.56516258,12.56516258,12.6032677,12.52705747,12.39368955,12.39368955,12.37463699,12.41274211,12.39368955,12.41274211,12.45084723,12.45084723,12.45084723,12.33653188,12.35558444,12.37463699,12.31747932,12.26032164,12.20316396,12.29842676,12.35558444,13.3463175,13.47968541,13.38442262,13.53684309,13.72736868,13.70831612,13.87978915,13.95599938,13.91789426,13.91789426,15.31825734,15.4325727,15.56594061,15.52783549,15.58499317,15.54688805,15.41352014,15.50878293,16.44235832,16.88056717,16.55667367,15.82966613,14.01315706,13.91789426,13.65115844,13.42252773,13.74642123,13.63210588,12.20316396,13.21294959,11.8602179,11.57442952
2012,Balgowlah North 132_11kV,1-Dec-11,MW,8.935650116,8.316441953,8.106863805,7.916338216,7.973495893,8.35454707,8.373599629,8.278336835,8.106863805,7.954443334,6.906552595,6.83034236,6.754132124,6.677921889,6.677921889,6.620764212,6.582659094,6.677921889,6.677921889,6.601711653,6.65886933,6.65886933,6.773184683,6.754132124,6.925605154,7.116130743,8.783229645,9.04996547,9.392911529,10.58369646,10.8885374,11.2124309,11.23148346,11.38390393,12.2793742,12.33653188,12.22221652,12.06979605,12.06979605,12.12695373,11.9554807,11.97453326,12.12695373,11.9554807,11.82211279,12.03169093,11.82211279,11.8602179,11.84116535,11.82211279,11.82211279,11.78400767,11.80306023,11.6315872,11.84116535,11.74590255,11.61253464,11.55537696,11.46011417,11.44106161,11.49821929,11.42200905,11.87927046,11.70779743,11.66969232,11.72684999,11.72684999,11.93642814,11.87927046,11.9554807,11.91737558,12.05074349,12.16505885,12.22221652,12.31747932,12.2793742,12.20316396,12.29842676,12.10790117,12.22221652,13.41300145,13.58447448,13.61781646,13.61781646,13.61781646,13.61781646,13.65115844,13.40347517,13.3463175,13.11768679,13.40347517,13.3463175,12.17458513,12.11742745,11.75542883,10.14548761
2012,Balgowlah North 132_11kV,2-Dec-11,MW,9.935909458,9.745383869,9.573910839,8.230705438,9.269069897,9.650121074,9.688226192,9.631068515,9.421490368,8.449809865,8.259284276,6.916078875,6.839868639,6.744605845,6.725553286,6.725553286,6.744605845,6.573132815,6.64934305,6.611237932,6.64934305,6.801763521,7.963969613,7.983022172,8.135442643,9.592963398,9.935909458,11.48869301,11.79353395,11.85069163,12.06026977,13.670211,12.83189841,12.71758305,12.54611002,12.56516258,12.58421514,12.43179467,11.96500698,12.02216466,11.94595442,11.98405954,11.96500698,11.9078493,11.83163907,12.15553257,11.81258651,11.79353395,11.88879674,11.81258651,11.81258651,11.92690186,11.81258651,11.77448139,11.64111348,11.71732371,11.77448139,11.69827115,11.50774557,11.64111348,11.66016604,11.66016604,11.73637627,11.52679812,11.62206092,11.77448139,11.79353395,11.71732371,12.82237213,12.80331957,12.89858236,12.95574004,12.78426701,12.89858236,13.10816051,13.26058098,13.14626563,12.82237213,13.01289772,11.86974418,11.83163907,11.96500698,12.11742745,12.5556363,12.2317428,12.02216466,11.9078493,11.85069163,11.73637627,11.66016604,11.88879674,11.92690186,10.46938111,10.62180158,10.20264528,9.954962017
2012,Balgowlah North 132_11kV,3-Dec-11,MW,8.497441262,8.325968232,8.116390084,7.925864495,7.887759378,8.287863114,8.173547761,8.154495202,7.983022172,7.887759378,7.811549142,7.773444024,6.334975829,6.277818152,6.239713034,6.296870711,6.182555358,6.163502799,6.296870711,6.068240004,6.163502799,6.258765593,6.239713034,6.354028388,6.258765593,6.334975829,6.601711653,6.65886933,8.116390084,9.373858971,9.659647354,10.13596133,10.13596133,11.57442952,11.89832302,11.91737558,11.91737558,13.39394889,13.56542192,15.52783549,18.26187769,18.41429816,18.41429816,16.95677741,15.7088348,15.49925665,15.65167712,15.55641433,14.23226149,14.21320893,14.06078846,14.15605125,14.09889357,12.88905608,12.90810864,12.6032677,12.73663561,12.81284585,12.6985305,12.64137282,12.6032677,12.67947794,12.77474073,12.71758305,12.67947794,12.81284585,12.66042538,12.67947794,12.64137282,12.6985305,12.58421514,12.64137282,11.61253464,11.61253464,11.3076937,11.44106161,11.49821929,11.42200905,11.46011417,11.46011417,11.40295649,11.44106161,13.81310519,14.55615499,14.25131404,12.71758305,12.62232026,12.50800491,12.39368955,12.26032164,12.45084723,11.03143159,10.95522136,11.01237903,9.754910148,9.640594795
2012,Balgowlah North 132_11kV,4-Dec-11,MW,9.431016647,9.240491058,9.088070587,8.992807793,8.916597557,9.354806412,8.01160101,8.01160101,7.821075422,7.668654951,7.649602392,7.516234479,7.401919126,7.363814008,7.306656332,7.382866567,7.287603773,7.249498655,7.306656332,7.17328842,7.325708891,7.249498655,7.268551214,7.230446096,7.401919126,7.249498655,7.382866567,7.554339597,7.668654951,7.782970304,7.954443334,8.106863805,8.392652188,9.754910148,9.907330619,11.14574695,11.33627254,13.15579191,13.17484447,13.06052911,13.07958167,13.09863423,13.17484447,13.09863423,13.23200214,13.15579191,13.21294959,14.53710243,14.84194337,14.80383825,14.6895229,14.49899731,14.6895229,14.6895229,14.70857546,14.57520755,14.32752428,14.46089219,14.47994475,14.38468196,14.53710243,14.47994475,14.55615499,14.57520755,14.55615499,14.5942601,14.74668058,14.44183963,14.57520755,16.12799109,13.49873797,13.53684309,13.63210588,14.88004849,14.88004849,14.95625872,14.95625872,14.84194337,14.82289081,14.84194337,14.89910105,14.86099593,16.11846482,16.17562249,14.79431197,14.67999662,13.24152842,13.05100284,13.05100284,11.6315872,11.68874487,11.46011417,10.11690877,10.17406644,10.02164597,8.773703366
2012,Balgowlah North 132_11kV,5-Dec-11,MW,8.640335454,8.506967541,7.182814699,7.16376214,8.402178468,8.630809174,8.745124527,8.611756615,8.554598939,8.497441262,7.249498655,7.097078184,7.097078184,7.17328842,7.039920507,7.097078184,7.039920507,7.020867948,7.020867948,7.097078184,7.020867948,7.135183302,7.020867948,7.192340978,7.306656332,7.401919126,8.973755234,10.64085414,10.75516949,10.81232717,12.34605816,12.46037351,12.38416327,12.49847863,12.61279398,12.38416327,12.38416327,12.26984792,12.44132095,12.44132095,12.46037351,12.47942607,12.28890048,12.28890048,12.36511072,12.26984792,12.34605816,12.25079536,12.26984792,12.3270056,10.90758996,10.94569508,10.90758996,10.92664252,10.9838002,10.94569508,10.90758996,10.9838002,10.94569508,10.92664252,10.92664252,10.90758996,10.86948484,10.94569508,10.90758996,11.02190531,12.28890048,12.34605816,12.30795304,12.38416327,12.47942607,12.44132095,13.74642123,13.87978915,13.9941045,14.12747241,14.10841985,14.18463009,14.08936729,14.74191744,15.39446758,15.37541502,16.52809483,16.60430507,16.54714739,15.20394199,15.07057408,13.59400076,13.46063285,13.49873797,13.42252773,12.10790117,12.01263838,10.85995856,10.63132786,10.53606506
2012,Balgowlah North 132_11kV,6-Dec-11,MW,9.116649426,9.021386631,7.582918436,7.582918436,8.754650807,8.964228955,9.021386631,8.945176396,8.888018719,8.792755925,7.487655641,7.411445406,7.354287729,7.392392847,7.33523517,7.392392847,7.373340288,7.316182611,7.278077493,7.278077493,7.316182611,7.411445406,7.373340288,7.449550523,7.544813318,7.659128671,9.21191222,10.70753809,10.99332648,11.12669439,12.39368955,12.41274211,12.54611002,12.45084723,12.54611002,12.46989979,12.50800491,12.54611002,12.58421514,12.58421514,12.37463699,12.46989979,12.45084723,12.46989979,12.50800491,12.45084723,12.2793742,12.33653188,12.39368955,12.37463699,12.41274211,12.33653188,12.35558444,12.41274211,11.08858927,11.06953671,11.10764183,11.06953671,11.05048415,11.03143159,11.10764183,10.99332648,10.95522136,10.95522136,10.95522136,10.97427392,11.10764183,11.05048415,11.03143159,11.06953671,11.14574695,11.16479951,12.45084723,12.43179467,12.45084723,12.6032677,12.62232026,12.71758305,12.73663561,14.09889357,14.02268334,13.98457822,14.2703666,14.2703666,14.2703666,14.55615499,14.42278707,14.34657684,13.06052911,12.90810864,12.83189841,12.81284585,11.74590255,11.59348208,10.15501388,10.09785621
2012,Balgowlah North 132_11kV,7-Dec-11,MW,8.621282895,8.545072659,8.35454707,8.316441953,8.221179158,8.468862424,8.545072659,8.392652188,8.297389394,8.297389394,8.278336835,7.125657022,7.030394228,6.99228911,6.916078875,7.030394228,7.049446787,6.954183992,6.935131434,7.030394228,6.99228911,7.030394228,7.087551905,7.125657022,7.297130052,8.506967541,8.86896616,10.38364459,10.5170125,10.5170125,11.9554807,12.05074349,12.05074349,12.06979605,12.12695373,12.14600629,12.18411141,12.12695373,12.06979605,12.24126908,12.05074349,12.06979605,12.08884861,12.08884861,11.97453326,11.93642814,11.9554807,12.08884861,12.45084723,12.14600629,10.87901112,10.82185345,10.78374833,10.87901112,10.840906,10.91711624,10.76469577,10.80280089,10.74564321,10.78374833,10.78374833,10.5170125,10.70753809,10.65038042,11.93642814,12.10790117,12.08884861,12.05074349,12.18411141,12.2793742,12.33653188,12.37463699,12.31747932,13.6225796,13.7178424,13.73689495,15.0610478,15.15631059,15.00389012,15.08010036,14.92767989,15.02294268,16.01367574,16.33756924,16.16609621,14.72762802,14.57520755,13.21294959,13.15579191,13.022424,13.04147656,13.022424,11.54585068,11.54585068,11.37437765,9.954962017
2012,Balgowlah North 132_11kV,8-Dec-11,MW,9.840646663,8.440283585,8.325968232,8.306915673,8.154495202,8.383125909,8.402178468,8.268810555,8.211652879,8.154495202,8.154495202,8.116390084,8.116390084,6.83034236,6.754132124,6.83034236,6.811289801,6.811289801,6.754132124,6.735079565,6.811289801,6.773184683,6.811289801,6.963710272,7.00181539,8.459336144,9.878751781,10.08832993,10.25980296,10.25980296,11.69827115,11.88879674,12.02216466,11.9078493,12.06026977,11.9078493,11.94595442,12.02216466,11.96500698,11.98405954,11.92690186,11.81258651,11.83163907,11.85069163,11.96500698,12.17458513,12.11742745,12.04121721,11.96500698,11.92690186,12.0031121,12.04121721,12.06026977,11.9078493,11.85069163,11.9078493,11.98405954,11.86974418,11.96500698,11.81258651,11.92690186,11.92690186,11.9078493,11.94595442,12.02216466,11.88879674,12.07932233,12.02216466,12.07932233,12.09837489,12.09837489,12.17458513,12.19363769,12.19363769,12.38416327,12.42226839,13.68926356,13.70831612,13.55589565,13.49873797,13.23200214,13.28915982,13.35584378,13.35584378,13.35584378,13.42252773,13.32726494,13.30821238,11.88879674,12.87952981,12.93668748,12.91763492,11.46011417,11.44106161,10.29790808,10.06927737
2012,Balgowlah North 132_11kV,9-Dec-11,MW,9.954962017,8.592704056,8.53554638,8.383125909,8.345020791,8.516493821,8.554598939,8.516493821,8.421231026,8.383125909,7.297130052,7.259024935,7.16376214,7.220919817,7.087551905,7.144709581,7.125657022,7.201867258,7.144709581,7.106604463,7.16376214,7.182814699,7.278077493,7.259024935,7.373340288,7.544813318,8.983281513,9.059491749,10.6122753,10.70753809,10.91711624,11.2600623,12.46989979,12.56516258,12.52705747,12.56516258,12.41274211,12.37463699,12.41274211,12.26032164,12.45084723,12.29842676,12.37463699,12.39368955,12.66042538,12.6032677,12.50800491,12.54611002,12.6032677,12.46989979,12.45084723,12.50800491,12.31747932,12.33653188,12.41274211,12.43179467,12.50800491,12.37463699,12.58421514,12.41274211,12.45084723,12.43179467,12.41274211,12.45084723,12.31747932,12.35558444,12.41274211,12.52705747,12.35558444,12.45084723,12.45084723,12.48895235,12.35558444,12.37463699,12.35558444,12.31747932,12.35558444,12.37463699,12.14600629,12.12695373,12.08884861,12.2793742,12.36511072,12.36511072,12.36511072,12.36511072,12.45084723,12.35558444,12.31747932,12.24126908,12.35558444,12.29842676,11.16479951,11.24100974,11.05048415,9.631068515
2012,Balgowlah North 132_11kV,10-Dec-11,MW,9.478648044,9.364332691,9.250017338,7.887759378,9.04996547,9.278596176,9.316701294,9.164280823,9.126175705,7.821075422,7.763917745,7.725812627,7.630549833,7.630549833,7.611497274,7.592444715,7.630549833,6.344502108,6.344502108,6.363554667,6.344502108,6.382607226,6.382607226,6.363554667,6.363554667,6.420712344,6.573132815,6.687448168,8.01160101,8.221179158,9.564384559,9.926383178,9.964488296,11.42200905,11.51727184,11.5363244,12.9747926,13.03195028,13.24152842,13.12721307,13.07005539,13.16531819,13.22247586,13.24152842,13.16531819,13.08910795,13.26058098,13.03195028,12.99384516,13.01289772,12.93668748,12.91763492,13.03195028,12.95574004,12.95574004,12.93668748,13.05100284,12.93668748,13.05100284,12.9747926,12.99384516,11.72684999,11.68874487,11.65063976,11.61253464,11.59348208,11.61253464,11.57442952,11.5363244,11.49821929,11.40295649,11.42200905,11.46011417,11.40295649,11.2124309,11.15527323,11.2124309,11.15527323,11.09811555,11.11716811,11.07906299,11.17432579,13.59400076,13.89884171,13.65115844,12.34605816,12.25079536,12.21269024,12.13648001,12.07932233,12.13648001,12.02216466,10.6599067,10.79327461,10.69801181,10.60274902
2012,Balgowlah North 132_11kV,11-Dec-11,MW,10.46938111,10.33601319,10.27885552,7.763917745,9.221438499,9.450069206,9.469121765,9.392911529,8.030653569,7.935390775,8.049706128,7.897285657,7.878233098,7.782970304,7.802022863,7.802022863,6.535027697,6.515975138,6.535027697,6.496922579,6.420712344,6.496922579,6.458817461,6.496922579,6.458817461,6.573132815,6.630290491,6.668395609,6.782710962,8.068758687,8.392652188,8.373599629,9.793015266,9.812067825,10.02164597,11.46011417,11.44106161,11.76495511,11.84116535,11.89832302,11.84116535,11.8602179,11.93642814,11.89832302,11.93642814,11.8602179,11.82211279,11.84116535,11.8602179,11.84116535,11.8602179,11.78400767,11.9554807,11.87927046,11.82211279,13.27963354,13.37489634,13.47015913,13.37489634,13.43205401,13.33679122,13.43205401,13.2986861,13.37489634,13.31773866,13.33679122,13.07005539,12.84142469,12.72710933,12.87952981,12.80331957,12.87952981,12.91763492,12.87952981,12.86047725,12.91763492,12.86047725,12.86047725,12.86047725,12.80331957,12.87952981,13.05100284,14.58473383,14.81336453,14.6418915,13.16531819,13.16531819,13.10816051,12.93668748,12.6032677,12.52705747,11.20290462,11.06953671,10.03117225,9.89780434,9.783488987
2012,Balgowlah North 132_11kV,12-Dec-11,MW,8.345020791,8.345020791,8.173547761,8.116390084,8.135442643,8.421231026,8.383125909,8.287863114,8.249757996,8.173547761,8.173547761,6.982762831,7.039920507,7.00181539,6.963710272,6.906552595,6.944657713,6.925605154,6.963710272,6.925605154,7.020867948,6.963710272,6.963710272,7.039920507,7.116130743,7.287603773,8.783229645,10.25980296,10.45032855,10.64085414,10.69801181,12.3270056,12.34605816,13.68926356,13.68926356,13.74642123,13.78452635,13.72736868,13.73005318,13.68926356,13.70831612,13.72736868,13.72736868,13.72736868,13.65115844,13.63210588,13.61305332,13.65115844,13.65115844,13.61305332,13.61305332,12.30795304,12.2317428,12.30795304,12.26984792,12.19363769,12.21269024,12.15553257,12.26984792,12.2317428,12.13648001,12.17458513,12.17458513,12.17458513,12.15553257,12.15553257,12.19363769,12.28890048,12.36511072,12.28890048,12.34605816,12.36511072,12.36511072,13.80357891,13.670211,13.76547379,13.76547379,13.82263147,13.670211,13.80357891,13.44158029,13.5749482,15.0134164,15.24204711,14.97531128,14.07031474,13.86073659,13.84168403,12.36511072,12.26984792,12.30795304,12.19363769,10.8885374,10.85043228,10.75516949,9.278596176
2012,Balgowlah North 132_11kV,13-Dec-11,MW,9.183333382,9.030912911,7.630549833,7.573392156,8.640335454,8.907071278,8.926123837,8.86896616,8.773703366,7.487655641,7.468603082,7.392392847,7.373340288,7.392392847,7.33523517,7.259024935,7.316182611,7.316182611,7.278077493,7.33523517,7.33523517,7.297130052,7.392392847,7.392392847,7.544813318,7.67818123,9.345280132,9.478648044,10.85995856,10.91711624,11.06953671,11.43153533,12.6985305,12.6032677,12.71758305,12.62232026,12.62232026,12.77474073,12.66042538,12.62232026,12.64137282,12.67947794,12.56516258,12.58421514,12.66042538,12.54611002,12.6032677,12.62232026,12.50800491,12.50800491,11.31721998,11.2600623,11.18385206,11.29816742,11.35532509,11.29816742,11.22195718,11.29816742,11.33627254,11.16479951,11.2600623,11.18385206,11.16479951,11.14574695,11.16479951,11.18385206,11.10764183,11.2600623,11.2600623,11.27911486,11.27911486,11.2600623,11.16479951,11.29816742,11.29816742,11.31721998,12.64137282,12.85095097,12.6985305,12.56516258,12.66042538,12.6985305,13.16531819,13.16531819,13.16531819,13.63210588,13.44158029,13.49873797,12.04121721,13.01289772,12.95574004,12.91763492,11.57442952,11.47916673,10.25980296,10.12643505
2012,Balgowlah North 132_11kV,14-Dec-11,MW,8.592704056,8.53554638,8.36407335,8.306915673,8.287863114,8.440283585,8.440283585,8.440283585,8.345020791,8.306915673,6.982762831,6.963710272,6.906552595,6.887500036,6.849394919,6.887500036,6.887500036,6.887500036,6.811289801,6.887500036,6.83034236,6.963710272,6.944657713,7.039920507,7.039920507,7.249498655,8.70701941,8.859439881,10.35506575,10.37411831,10.58369646,10.8885374,12.11742745,12.19363769,12.11742745,12.21269024,12.19363769,12.26984792,12.19363769,12.21269024,12.11742745,12.17458513,12.13648001,12.11742745,12.15553257,12.15553257,12.11742745,12.19363769,12.11742745,12.09837489,12.13648001,12.06026977,12.17458513,12.11742745,12.07932233,12.04121721,12.11742745,12.0031121,12.0031121,12.07932233,11.94595442,12.07932233,12.04121721,11.86974418,12.06026977,11.98405954,11.59348208,11.57442952,11.55537696,11.72684999,11.70779743,11.72684999,11.68874487,11.70779743,11.80306023,11.87927046,11.65063976,13.08910795,12.9747926,12.82237213,12.86047725,12.87952981,13.15579191,13.15579191,13.15579191,13.43205401,13.35584378,13.26058098,11.89832302,12.82237213,12.78426701,12.76521445,11.40295649,11.28864114,9.935909458,9.878751781
2012,Balgowlah North 132_11kV,15-Dec-11,MW,9.783488987,8.36407335,8.249757996,8.116390084,8.078284967,8.306915673,8.306915673,8.402178468,8.287863114,7.106604463,7.068499346,7.049446787,6.973236551,6.973236551,6.973236551,6.99228911,6.954183992,6.954183992,6.954183992,6.954183992,7.030394228,6.954183992,7.144709581,7.106604463,7.239972376,7.354287729,8.86896616,8.945176396,10.32648691,10.32648691,10.63132786,10.840906,10.9361688,12.22221652,12.26032164,12.2793742,12.18411141,12.33653188,12.41274211,12.39368955,12.31747932,12.22221652,12.35558444,12.39368955,12.12695373,12.14600629,12.12695373,11.84116535,11.89832302,11.97453326,12.06979605,12.18411141,11.99358582,12.08884861,12.01263838,12.16505885,12.06979605,12.08884861,10.78374833,10.70753809,10.65038042,10.70753809,10.66943297,10.70753809,10.63132786,10.74564321,10.68848553,10.840906,10.80280089,10.66943297,10.76469577,10.87901112,10.91711624,10.9361688,11.03143159,11.08858927,12.37463699,12.33653188,12.2793742,12.29842676,12.05074349,12.08884861,13.73689495,13.88931543,13.79405263,13.69878984,13.67973728,12.24126908,12.29842676,12.24126908,12.20316396,12.16505885,12.10790117,11.09811555,10.86948484,9.469121765
2012,Balgowlah North 132_11kV,16-Dec-11,MW,9.297648735,9.183333382,7.821075422,7.744865186,8.649861733,8.802282204,8.859439881,8.802282204,8.726071969,7.401919126,7.382866567,7.268551214,7.192340978,7.249498655,7.249498655,7.249498655,7.192340978,7.230446096,5.887240695,5.887240695,5.887240695,6.001556048,5.982503489,6.077766284,6.249239314,7.573392156,7.649602392,9.202385941,9.392911529,9.259543617,10.8885374,11.09811555,11.15527323,11.09811555,11.19337834,11.23148346,11.23148346,12.44132095,12.46037351,12.47942607,12.46037351,12.46037351,12.63184654,12.49847863,12.46037351,12.47942607,12.44132095,12.36511072,12.38416327,12.49847863,12.42226839,12.38416327,12.36511072,12.40321583,12.40321583,11.07906299,11.13622067,11.02190531,11.06001043,10.9838002,11.04095787,11.02190531,10.94569508,11.07906299,11.09811555,11.06001043,10.9838002,11.06001043,11.13622067,11.11716811,11.17432579,11.13622067,11.09811555,11.06001043,10.9838002,11.04095787,11.00285276,10.96474764,10.86948484,10.96474764,10.79327461,11.62682406,12.3270056,12.3270056,12.3270056,12.46037351,12.30795304,12.19363769,12.19363769,12.21269024,12.30795304,12.30795304,10.92664252,11.04095787,10.85043228,9.688226192
2012,Balgowlah North 132_11kV,17-Dec-11,MW,9.55485828,8.19260032,8.116390084,8.078284967,9.04996547,9.202385941,9.202385941,9.126175705,7.802022863,7.84012798,7.668654951,7.744865186,7.630549833,7.668654951,6.382607226,6.325449549,6.30639699,6.287344431,6.325449549,6.30639699,6.30639699,6.325449549,6.325449549,6.30639699,6.420712344,6.382607226,6.535027697,6.439764903,7.916338216,8.18307404,8.01160101,9.71680503,9.926383178,11.3076937,11.34579881,11.44106161,11.57442952,11.65063976,12.91763492,12.9747926,13.03195028,12.95574004,12.99384516,12.70805678,12.91763492,12.95574004,12.82237213,12.86047725,12.78426701,12.82237213,11.66016604,11.71732371,11.62206092,11.48869301,11.54585068,11.66016604,11.66016604,11.62206092,11.56490324,11.64111348,11.6792186,11.54585068,11.60300836,11.56490324,11.50774557,11.09811555,11.13622067,11.18385206,11.08858927,11.13622067,10.9838002,11.31721998,11.27911486,11.27911486,11.42200905,11.5363244,11.5363244,11.49821929,11.44106161,11.34579881,11.34579881,11.96500698,13.23200214,13.90836798,13.85121031,13.69878984,11.86974418,11.88879674,11.38390393,11.36485137,11.46011417,11.40295649,11.3076937,11.36485137,9.935909458,9.89780434
2012,Balgowlah North 132_11kV,18-Dec-11,MW,9.764436428,8.421231026,8.383125909,8.249757996,9.221438499,9.431016647,9.411964088,9.373858971,7.944917054,7.811549142,7.887759378,7.887759378,7.773444024,7.716286348,7.697233789,6.392133505,6.31592327,6.354028388,6.373080946,6.334975829,6.373080946,6.411186064,6.430238623,6.373080946,6.392133505,6.373080946,6.525501418,6.525501418,6.620764212,6.65886933,8.154495202,8.154495202,8.421231026,9.631068515,9.821594104,9.821594104,11.12669439,11.50774557,11.71732371,11.46964045,11.73637627,11.88879674,11.81258651,11.71732371,11.81258651,11.71732371,11.73637627,11.69827115,11.73637627,11.64111348,11.60300836,11.62206092,11.56490324,11.56490324,11.50774557,11.64111348,11.50774557,11.5839558,11.60300836,11.54585068,11.60300836,11.50774557,11.60300836,11.54585068,11.5839558,11.52679812,11.29816742,11.14574695,11.05048415,11.05048415,11.12669439,11.16479951,11.24100974,11.29816742,11.31721998,11.24100974,11.33627254,11.24100974,11.31721998,11.2600623,11.35532509,12.71758305,14.0417359,14.49899731,14.38468196,12.94621376,12.81284585,12.83189841,11.45058789,12.6032677,12.43179467,11.06953671,10.9361688,11.01237903,9.592963398,9.478648044
2012,Balgowlah North 132_11kV,19-Dec-11,MW,8.078284967,8.040179849,7.887759378,7.792496583,7.792496583,8.02112729,8.002074731,7.963969613,7.868706819,7.792496583,7.811549142,7.735338907,7.754391465,7.735338907,6.468343741,6.411186064,6.430238623,6.411186064,6.373080946,6.354028388,6.4873963,6.506448859,6.525501418,6.582659094,6.639816771,7.944917054,8.097337525,8.325968232,10.55511762,10.59322274,10.87901112,13.66068472,12.34605816,12.36511072,12.34605816,12.40321583,12.49847863,12.47942607,13.11292365,13.74642123,13.74642123,13.76547379,13.70831612,13.78452635,13.70831612,13.72736868,13.84168403,13.80357891,13.76547379,13.78452635,13.84168403,12.47942607,12.47942607,12.53658375,12.49847863,12.51753119,12.42226839,12.46037351,12.47942607,12.40321583,12.34605816,12.51753119,12.30795304,12.44132095,12.15553257,11.97453326,12.05074349,11.99358582,11.9554807,12.10790117,13.37489634,13.48921169,13.39394889,14.77525941,14.92767989,15.00389012,14.965785,14.87052221,14.6418915,14.66094406,14.69904918,14.69904918,14.54662871,14.79431197,14.62283894,14.58473383,13.16531819,13.05100284,12.91763492,12.86047725,12.80331957,11.80306023,11.70779743,11.70779743,10.48843367,9.011860352
