Event ID,LGA,Start Date,Start Time,Customers Interrupted,Ave Dur. (min),Reason
882139,WARRINGAH,28/09/2012,12:13 PM,1149,50,Third party
882162,CANTERBURY,28/09/2012,1:22 PM,59,58,Third party
882188,PITTWATER,28/09/2012,1:50 PM,809,130,Equipment fault
882214,NORTH SYDNEY,28/09/2012,2:34 PM,104,126,Environmental
882288,GOSFORD,28/09/2012,6:15 PM,1057,30,Environmental
882303,CANADA BAY,28/09/2012,6:38 PM,223,47,Equipment fault
882316,AUBURN,28/09/2012,8:07 PM,126,223,Equipment fault
882328,SUTHERLAND,28/09/2012,9:28 PM,54,276,Environmental
882346,WYONG,28/09/2012,10:30 PM,185,82,Third party
882378,WAVERLEY,29/09/2012,7:34 AM,104,106,Environmental
882458,CESSNOCK,29/09/2012,1:09 PM,216,150,Equipment fault
882462,HORNSBY,29/09/2012,1:14 PM,1574,6,Environmental
882472,CESSNOCK,29/09/2012,1:39 PM,1222,113,Equipment fault
882488,CESSNOCK,29/09/2012,2:30 PM,96,135,Equipment fault
882492,SUTHERLAND,29/09/2012,2:36 PM,79,158,Environmental
882513,GOSFORD,29/09/2012,4:35 PM,2330,58,Environmental
883207,MAITLAND,29/09/2012,8:43 PM,131,9,Operating fault
882546,RYDE,30/09/2012,12:26 AM,81,134,Equipment fault
882648,WARRINGAH,30/09/2012,8:46 PM,856,34,Equipment fault
883207,MAITLAND,29/09/2012,8:43 PM,131,9,Operating fault
882546,RYDE,30/09/2012,12:26 AM,81,134,Equipment fault
882648,WARRINGAH,30/09/2012,8:46 PM,856,34,Equipment fault
